MS SubClass,Lot Frontage,Lot Area,Lot Shape,Land Slope,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Mas Vnr Area,Exter Qual,Exter Cond,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,Bsmt Unf SF,Total Bsmt SF,Heating QC,Electrical,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,Functional,Fireplaces,Garage Yr Blt,Garage Finish,Garage Cars,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Fence,Mo Sold,SalePrice,MS Zoning_C (all),MS Zoning_FV,MS Zoning_I (all),MS Zoning_RH,MS Zoning_RL,Street_Pave,Alley_None,Land Contour_HLS,Land Contour_Low,Land Contour_Lvl,Lot Config_CulDSac,Lot Config_Inside,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_GrnHill,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition 1_Feedr,Condition 1_Norm,Condition 1_PosA,Condition 1_PosN,Condition 1_RRAe,Condition 2_Feedr,Condition 2_PosA,Condition 2_PosN,Condition 2_RRNn,Bldg Type_2fmCon,Bldg Type_Duplex,Bldg Type_Twnhs,Bldg Type_TwnhsE,House Style_1.5Unf,House Style_2.5Fin,House Style_SFoyer,House Style_SLvl,Roof Style_Gable,Roof Style_Gambrel,Roof Matl_CompShg,Roof Matl_WdShake,Roof Matl_WdShngl,Exterior 1st_CBlock,Exterior 1st_CemntBd,Exterior 1st_HdBoard,Exterior 1st_MetalSd,Exterior 1st_Plywood,Exterior 1st_Stone,Exterior 1st_Stucco,Exterior 1st_VinylSd,Exterior 1st_Wd Sdng,Exterior 1st_WdShing,Exterior 2nd_CBlock,Exterior 2nd_ImStucc,Exterior 2nd_Plywood,Exterior 2nd_Stucco,Exterior 2nd_Wd Shng,Mas Vnr Type_BrkFace,Mas Vnr Type_Stone,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Heating_GasW,Heating_Grav,Heating_Wall,Central Air_Y,Garage Type_Attchd,Garage Type_Basment,Garage Type_BuiltIn,Garage Type_CarPort,Garage Type_Detchd,Sale Type_Con,Sale Type_ConLD,Sale Type_ConLw,Sale Type_New,Sale Type_Oth,Sale Type_WD ,Mas Vnr Type_CBlock,Exterior 1st_PreCast,Heating_GasA,Exterior 2nd_PreCast,Roof Matl_Roll,Sale Type_VWD,Exterior 2nd_Other,Roof Matl_Metal
60,0.0,13346,2,1,7,5,1992,2000,0.0,2,3,2,3,4,1,728.0,367.0,1095.0,1,1,1129,0,2295,1.0,0.0,2,1,4,1,2,1,1,1992.0,2,2.0,1,0,40,0,0,0,5,7,268000,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
70,57.0,9639,1,1,4,8,1900,1950,0.0,3,3,3,3,4,6,0.0,1075.0,1075.0,1,1,642,0,1798,0.0,0.0,2,1,4,1,3,1,0,1935.0,3,2.0,3,0,0,160,0,0,2,5,137000,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20,0.0,15387,2,1,7,7,1967,1967,0.0,3,3,3,3,4,2,603.0,723.0,1620.0,1,1,0,0,1620,0.0,0.0,2,0,4,1,2,1,1,1967.0,3,2.0,1,0,62,192,0,0,5,8,215000,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20,75.0,10050,1,1,5,5,1955,1955,0.0,3,3,3,3,4,4,288.0,928.0,1216.0,3,1,0,0,1216,1.0,0.0,1,0,3,1,3,1,0,1955.0,2,1.0,1,0,0,0,0,0,5,8,129500,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
50,0.0,6240,1,1,5,4,1936,1950,0.0,3,3,2,3,4,6,0.0,896.0,896.0,2,2,448,0,1344,0.0,0.0,1,0,3,1,3,1,0,1936.0,3,1.0,1,200,114,0,0,0,5,4,115000,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
50,45.0,7506,1,1,5,8,1925,1950,0.0,3,2,3,3,4,6,0.0,747.0,747.0,3,1,412,0,1159,0.0,0.0,1,0,3,1,3,1,0,1932.0,3,1.0,3,84,0,96,0,0,5,5,114000,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20,0.0,8900,1,1,4,4,1966,1966,0.0,3,3,3,3,4,4,1056.0,0.0,1056.0,3,1,0,0,1056,1.0,0.0,1,0,2,1,3,1,0,1966.0,3,1.0,1,0,42,0,0,0,2,11,107000,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
50,80.0,8480,1,1,5,5,1947,1950,0.0,3,3,3,3,4,4,442.0,390.0,832.0,3,1,384,0,1216,0.0,0.0,1,0,2,1,3,1,0,1947.0,3,1.0,1,158,0,102,0,0,5,10,118500,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,50.0,6000,1,1,6,7,1929,1950,0.0,3,3,3,3,4,6,0.0,862.0,862.0,3,1,208,0,1158,0.0,0.0,1,0,3,1,3,1,1,1929.0,2,1.0,1,0,0,112,0,0,5,7,120000,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20,74.0,8847,1,1,8,5,2005,2005,148.0,2,3,2,3,2,1,769.0,769.0,1538.0,1,1,0,0,1538,1.0,0.0,2,0,3,1,2,1,0,2005.0,2,2.0,1,146,40,0,0,0,5,12,260000,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20,0.0,8050,2,1,5,5,1959,1959,150.0,3,3,3,3,4,3,856.0,125.0,1143.0,3,1,0,0,1143,1.0,0.0,1,0,3,1,3,1,0,1959.0,2,1.0,1,0,0,0,0,0,1,5,136000,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20,70.0,8294,1,1,4,5,1971,1971,0.0,3,3,3,3,4,6,0.0,858.0,858.0,3,1,0,0,872,0.0,0.0,1,0,3,1,3,1,0,1974.0,3,4.0,1,0,0,0,0,0,3,6,123000,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
50,0.0,7920,2,1,6,7,1920,1950,0.0,3,4,3,3,4,6,0.0,319.0,319.0,3,2,371,0,1406,0.0,0.0,1,0,3,1,4,1,0,0.0,4,0.0,3,0,144,0,0,0,2,3,89500,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20,100.0,18494,2,1,6,5,2005,2005,0.0,2,3,2,3,4,6,0.0,1324.0,1324.0,1,1,0,0,1324,0.0,0.0,2,0,3,1,2,1,0,2005.0,1,2.0,1,36,23,0,0,0,5,1,199500,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20,0.0,7162,2,1,5,7,1966,1966,41.0,3,3,3,3,4,6,0.0,876.0,876.0,3,1,0,0,904,0.0,0.0,1,0,3,1,3,1,0,1966.0,3,1.0,1,0,0,0,0,0,2,12,109900,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
70,53.0,10918,1,1,7,9,1926,2004,0.0,2,3,2,3,4,6,0.0,1276.0,1276.0,1,1,804,0,2080,0.0,0.0,1,1,3,1,2,1,2,1926.0,3,1.0,1,0,0,0,0,145,2,6,234000,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
120,37.0,4435,1,1,6,5,2004,2004,169.0,2,3,2,3,3,1,662.0,186.0,848.0,1,1,0,0,848,1.0,0.0,1,0,1,1,2,1,1,2004.0,2,2.0,1,140,0,0,0,0,5,5,155900,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
50,0.0,11250,1,1,4,5,1957,1989,0.0,3,3,3,3,2,6,0.0,1104.0,1104.0,1,2,684,0,1788,1.0,0.0,1,0,5,1,3,3,2,1957.0,3,1.0,1,120,0,0,0,0,5,11,161500,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20,0.0,14375,2,1,6,6,1958,1958,541.0,3,3,3,3,4,1,111.0,354.0,819.0,2,2,0,0,1344,0.0,1.0,1,0,3,1,2,1,1,1958.0,2,2.0,1,0,118,0,0,233,5,1,137500,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,100.0,9045,1,1,5,3,1910,1950,0.0,3,4,3,3,3,6,0.0,840.0,840.0,4,3,1128,0,2256,0.0,0.0,2,0,4,2,4,1,0,0.0,4,0.0,3,0,18,18,0,0,5,6,76500,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
60,97.0,10029,2,1,6,5,1988,1989,268.0,2,3,2,3,4,1,831.0,320.0,1151.0,3,1,896,0,2060,0.0,1.0,2,1,4,1,3,1,1,1988.0,3,2.0,1,0,228,0,0,192,5,9,211000,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
120,34.0,4060,1,1,6,5,1998,1999,0.0,2,3,2,3,4,1,266.0,1139.0,1405.0,1,1,0,0,1337,1.0,0.0,2,0,2,1,2,1,0,1998.0,1,2.0,1,144,68,0,0,0,5,8,181000,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,82.0,9020,1,1,6,7,1966,1966,183.0,3,3,3,3,1,4,312.0,276.0,1127.0,3,1,0,0,1165,1.0,0.0,1,1,3,1,3,1,0,1966.0,2,2.0,1,0,129,0,0,0,1,5,174900,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
80,96.0,11777,2,1,5,6,1966,1966,97.0,3,3,3,3,2,5,328.0,285.0,1164.0,1,1,0,0,1320,1.0,0.0,1,0,3,1,3,1,2,1966.0,2,2.0,1,160,68,240,0,0,5,5,164500,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20,70.0,10171,2,1,7,5,2004,2004,168.0,2,3,2,3,4,1,2.0,1515.0,1517.0,1,1,0,0,1535,0.0,0.0,2,0,3,1,2,1,0,2004.0,2,2.0,1,0,0,0,0,0,5,3,214000,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
60,80.0,10400,1,1,7,6,1980,1988,280.0,3,3,2,3,3,6,0.0,738.0,738.0,3,1,767,0,2044,0.0,0.0,2,1,3,1,3,2,1,1980.0,3,2.0,1,28,73,0,0,0,5,3,185000,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
50,52.0,6240,1,1,4,7,1929,1950,0.0,3,3,3,3,4,3,80.0,624.0,704.0,1,1,512,0,1136,0.0,1.0,1,0,2,1,3,1,0,1990.0,3,1.0,1,0,365,80,0,0,5,8,123000,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
85,0.0,12150,2,1,6,6,1979,1979,0.0,3,3,2,3,2,1,1001.0,0.0,1001.0,3,1,0,0,1299,1.0,0.0,2,0,2,1,2,1,1,1979.0,2,2.0,1,84,0,222,0,0,2,1,183500,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
160,24.0,2645,1,1,8,5,1999,2000,456.0,2,3,2,3,4,6,0.0,776.0,776.0,1,1,677,0,1441,0.0,0.0,2,1,2,1,2,1,0,1999.0,3,2.0,1,206,0,0,0,0,5,11,174000,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20,0.0,22692,2,1,5,5,1953,1953,0.0,3,3,3,3,4,4,587.0,486.0,1073.0,3,1,0,0,1630,0.0,0.0,2,0,3,1,3,4,1,1953.0,3,2.0,2,0,64,0,0,0,5,3,130000,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,60.0,9600,1,1,7,7,1925,1990,0.0,3,3,3,2,4,5,16.0,712.0,728.0,1,1,809,0,1641,0.0,1.0,1,1,3,1,1,1,1,1925.0,3,2.0,1,0,0,234,0,0,5,8,178000,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
60,74.0,13830,2,1,5,5,1997,1998,0.0,3,3,2,3,4,1,791.0,137.0,928.0,2,1,701,0,1629,0.0,0.0,2,1,3,1,3,1,1,1997.0,1,2.0,1,212,34,0,0,0,2,3,189900,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
120,0.0,4435,1,1,6,5,2003,2004,170.0,2,3,2,3,2,1,685.0,163.0,848.0,1,1,0,0,848,1.0,0.0,1,0,1,1,2,1,0,2003.0,1,2.0,1,140,0,0,0,0,5,6,144000,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
30,0.0,5890,1,1,6,8,1930,2007,0.0,2,2,3,3,2,2,538.0,278.0,816.0,1,1,0,0,816,0.0,0.0,1,0,2,1,3,1,0,2002.0,3,1.0,1,0,0,96,0,0,5,6,120500,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20,112.0,10859,1,1,5,5,1994,1995,0.0,3,3,2,3,4,6,0.0,1097.0,1097.0,1,1,0,0,1097,0.0,0.0,1,1,3,1,3,1,0,1995.0,3,2.0,1,392,64,0,0,0,5,6,145000,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
120,41.0,5330,1,1,8,5,2000,2000,0.0,2,3,2,3,2,1,1196.0,298.0,1494.0,1,1,0,0,1652,1.0,0.0,2,0,2,1,1,1,0,2000.0,2,2.0,1,96,48,0,0,0,5,8,251000,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
90,72.0,10778,1,1,4,5,1968,1968,0.0,3,3,3,3,4,6,0.0,1768.0,1768.0,3,1,0,0,1768,0.0,0.0,2,0,4,2,3,1,0,0.0,4,0.0,1,0,0,0,0,0,5,4,136500,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
90,74.0,6845,1,1,4,5,1955,1955,58.0,3,3,6,6,5,7,0.0,0.0,0.0,3,3,0,0,1152,0.0,0.0,2,0,2,2,3,1,0,0.0,4,0.0,3,0,0,0,0,0,5,7,82500,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
30,109.0,21780,1,1,2,4,1910,1950,0.0,4,4,6,6,5,7,0.0,0.0,0.0,3,2,0,0,810,0.0,0.0,1,0,1,1,3,2,0,1975.0,3,1.0,3,119,24,0,0,0,5,3,57625,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
120,80.0,10307,2,1,7,5,2007,2008,176.0,2,3,2,3,4,1,876.0,474.0,1350.0,1,1,0,0,1358,1.0,0.0,2,0,2,1,2,1,1,2008.0,2,2.0,1,192,26,0,0,0,5,5,212500,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
